Ürün Grup ID,Varyant ID,İsim,Açıklama,Satış Fiyatı,İndirimli Fiyatı,Alış Fiyatı,Barkod Listesi,SKU,Silindi mi?,Marka,Kategoriler,Etiketler,Resim URL,Metadata Başlık,Metadata Açıklama,Slug,Stok:Adana Selahattin Eyyübi,Stok:Ana Depo,Tip,Varyant Tip 1,Varyant Değer 1,Varyant Tip 2,Varyant Değer 2,Desi,HS Kod,Birim Ürün Miktarı,Ürün Birimi,Satılan Ürün Miktarı,Satılan Ürün Birimi,Google Ürün Kategorisi,Tedarikçi,Stoğu Tükenince Satmaya Devam Et,Satış Kanalı:rawises,Satış Kanalı:sentos,Satış Kanalı:Adana Selahattin Eyyübi,Satış Kanalı:B2B,Sepet Başına Minimum Alma Adeti:rawises,Sepet Başına Minimum Alma Adeti:B2B,Sepet Başına Maksimum Alma Adeti:rawises,Sepet Başına Maksimum Alma Adeti:B2B,Varyant Aktiflik,Oluşturulma Tarihi
d6579e41-8cd3-4a77-aed7-479b9dece203,10cc0eb9-3c6d-4ee7-a913-8b657bce01b8,Flawless Lipgloss,,249,155,,3701365768082,3701365768082,false,Note,Tüm Ürünler>Makyaj>Dudak Makyajı>Dudak Parlatıcısı,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/bebf23be-0d4b-4f17-9e9f-52d4d9e64dff/image_1950.webp,Note Flawless Lipgloss,,note-flawless-lipgloss,3,0,PHYSICAL,,,,,,,,,,,2915,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-15 18:50
45d3a341-bcea-4ef5-88fc-1045a5c4c87f,3fecf491-0090-43f8-a97f-60d03cbadf26,Full Bloom Lashes Mascara,"<span style=""color: rgb(255, 255, 255); font-family: &quot;Nunito Sans&quot;; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; text-align: center; background-color: rgb(83, 67, 154);"">Note Full Bloom Lashes Mascara</span>",299,227,,3701365788240,3701365788240,false,Note,Tüm Ürünler>Makyaj>Göz Makyajı>Maskara,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/c273f049-ad94-4e38-bb26-dd9a3e89dd48/image_1950.webp,Full Bloom Lashes Mascara,Note Full Bloom Lashes Mascara,full-bloom-lashes-mascara,6,0,PHYSICAL,,,,,,,,,,,1380,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-17 15:39
2930b411-251b-4b29-bb3f-c43974a71f25,eb9ec647-79b9-47c2-9fba-0b09cf9e6ab7,Büyük Tırnak Makası Bronz - 18,"<ul style="" border-color: rgb(222, 222, 222); --tw-ring-offset-color: #fff; --tw-ring-color: rgba(59,130,246,.5); --tw-shadow-colored: 0 0 #0000; color: rgb(71, 85, 105); font-size: medium; font-weight: 400""><li style="" border-color: rgb(222, 222, 222); --tw-ring-offset-color: #fff; --tw-ring-color: rgba(59,130,246,.5); --tw-shadow-colored: 0 0 #0000"">Tırnakları kısaltmaya yardımcı olur.</li><li style="" border-color: rgb(222, 222, 222); --tw-ring-offset-color: #fff; --tw-ring-color: rgba(59,130,246,.5); --tw-shadow-colored: 0 0 #0000"">Büyük boyu ile ayak tırnakları rahatça kesebilirsiniz.</li></ul>",213,95,,8680742429332,8680742429332,false,Nascita,Tüm Ürünler>Kişisel Bakım,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/a4f7bae0-14cf-41ec-9553-f790eb01c85a/image_1950.webp,Tırnak Makası,Tırnakları kısaltmaya yardımcı olur. Büyük boyu ile ayak tırnakları rahatça kesebilirsiniz.,tirnak-makasi,5,7,PHYSICAL,,,,,,,,,,,2915,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-21 11:47
b5c33503-6437-4ae1-b3ee-a5f16d8a7b99,048a1d1a-6080-40c7-aad5-5c697d657457,At Kılı Fırçası,"<ul class=""detail-desc-list"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">kuru fırçalama işlemi ile parlak, yumuşak, pürüzsüz bir vücuda sahip omanızı sağlar.At kılı fırçası ile yapılan masaj, kan dolaşımını hızlandırarak vücudunuzdaki selülit çatlak görünümünün en aza indirmenize yardımcı olur. Hergün düzenli olarak 5-10 dakika kuru bir şekilde fırçanın aşağıdan yukarıya doğru kullanılması tavsiye edilir.Kullanırken su ve herhangi bir sıvı madde ile tamsından kaçınınız. At kılı fırçasının faydaları Kan dolaşımını hızlandırır: At kılı fırçasını kullandıktan sonra cildinizde kızarmalar meydana gelebilir. Bu durum tahrişin sebebini değil tam aksine olumlu bir özellik olarak kan dolaşımının arttığını gösterir. Kan dolaşımının artması cildin parlamasını ve güçlenmesini sağlar. Ölü derilerden kurtulmayı sağlar: Tüm peeling yöntemlerinde olduğu gibi, kuru fırçalama ile, ölü cilt hücrelerinden ve günün yağından kurtulmanıza ve daha parlak, pürüzsüz bir cilde sahip olmanıza yardımcı olur. Cildi dolgunlaştırır: At kılı fırçası ile yapılan düzenli fırçalama işlemleri selilütleri ve çatlakaları en aza indirerek vücudunuzun daha pürüzsüz bir görünüme sahip olmasına yardımcı olur. At kılı fırçası nasıl kullanılır? Kuru fırçalama vücudun her yeri için ayrı bir sistem ve baskı gerektirmektedir. İnce derilerin olduğu bölgelere nazik bir uygulama yapılırken, kalın derilere daha fazla baskı uygulanabilir. 1.Düzgün bir şekilde fırçalamak için önce cildinizin tamamen kuru olduğundan emin olun . 2.Ayak bileğinizden başlayarak, kalbinize doğru giden uzun, dairesel hareketlerle at kılı fırçanızı cildinizin üzerinde gezdirin. 3.Ayak ve bacakları fırçaladıktan sonra kollarınıza geçebilirsiniz. Kollarınızı da aşağıdan başlayarak koltuk altlarına doğru fırçalayabilirsiniz. 4.At kılı fırçası kullanmaya yeni başladıysanız ilk etapta tüm bölgeleri nazikçe, çok baskı uygulamadan fırçalayın. 5.Eğer yara, döküntü ya da gibi cilt hastalıklarınız varsa bu bölgeleri asla fırçalamayın. At kılı fırçası nasıl temizlenir? Fırçalama rutininizi tamamladıktan sonra fırçanızı yıkadığınızdan emin olunuz. Küflenmeyi önlemek için fırçanızı açık ve güneşli bir yerde kurutunuz. Fırçanızı haftada bir sabun ve su kullanarak temizleyiniz. Bunların yanında enfeksiyon risklerinin önüne geçmek için</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">fırçanızı kimseyle paylaşmayınız.</li></ul>",534,449,,8680742435104,8680742435104,false,Nascita,Tüm Ürünler>Kişisel Bakım>Bakım Yardımcıları>Bakım Aletleri>At Kılı Fırçası;Tüm Ürünler>Cilt Bakımı>Epilasyon>Tüy Dökücü,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/ebe469e9-f408-46a5-994a-051509a11f48/image_1950.webp,At Kılı Fırçası,"kuru fırçalama işlemi ile parlak, yumuşak, pürüzsüz bir vücuda sahip omanızı sağlar.At kılı fırçası ile yapılan masaj, kan dolaşımını hızlandırarak vücudunuzdaki selülit çatlak görünümünün en aza indirmenize yardımcı olur. Hergün düzenli olarak 5-10 dakika kuru bir şekilde fırçanın aşağıdan yukarıya doğru kullanılması ",at-kili-fircasi-1,9,17,PHYSICAL,,,,,,,,,,,474,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 12:36
a432b9e2-75c9-4649-9dea-1eaf6d42691c,d3b14ed0-087c-453d-9648-74046b14e9f2,Saç Açma Tarama Fırçası  3D,"<ul class=""detail-desc-list"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Gümüş -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edilmiştir.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Özel dişleri saçlarınızın kolayca taranmasını ve özellikle kıvırcık saçlarda yumuşak bir tarak geçişi hissetmenizi sağlar.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saçlarınızın fazla hava alarak kısa sürede kurumasına yardımcı olur.</li></ul>",249,204,,8680742436866,8680742436866,false,Nascita,Tüm Ürünler>Saç Bakımı>Saç Aksesuarları>Tarak ve Fırçalar,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/78c798fa-fcdc-4a94-80e6-fafa5f4e662b/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/c4bfa191-74b7-43e1-bf2a-509f1ffe8c13/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/fb6c72c8-a77f-4a24-9ea6-5fb63ff12fb5/image_1950.webp,Saç Açma Tarama Fırçası 3D,"Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Gümüş -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır. Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edil",sac-acma-tarama-fircasi-3d,0,0,PHYSICAL,,,,,,,,,,,487,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 13:10
ea27be62-b4fb-489a-8bd9-48ad9224006c,3ed04a6a-6131-4e19-be49-8481f9c68c03,Saç Açma Tarama Fırçası 3D,"<ul class=""detail-desc-list"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Altın -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edilmiştir.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Özel dişleri saçlarınızın kolayca taranmasını ve özellikle kıvırcık saçlarda yumuşak bir tarak geçişi hissetmenizi sağlar.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saçlarınızın fazla hava alarak kısa sürede kurumasına yardımcı olur.</li></ul>",249,204,,8680742436873,8680742436873,false,Nascita,Tüm Ürünler>Saç Bakımı>Saç Aksesuarları>Tarak ve Fırçalar,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/25c17755-5694-4748-9381-fdb0e8840e52/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/f859f9e9-b3dd-4c92-abd7-a03cdc6b7996/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/6abd2f45-3a93-492c-835d-4938ce2d22ad/image_1950.webp,Saç Açma Tarama Fırçası 3D,"Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Altın -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır. Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edil",sac-acma-tarama-fircasi-3d-1,6,37,PHYSICAL,,,,,,,,,,,473,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 14:14
0e5a1e27-82ae-4127-809b-790d853934db,26511157-f387-401c-8df9-7baf0539209a,Saç Açma Tarama Fırçası  3D,"<ul class=""detail-desc-list"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Krom -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edilmiştir.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Özel dişleri saçlarınızın kolayca taranmasını ve özellikle kıvırcık saçlarda yumuşak bir tarak geçişi hissetmenizi sağlar.</li><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Saçlarınızın fazla hava alarak kısa sürede kurumasına yardımcı olur.</li></ul>",249,204,,8680742436880,8680742436880,false,Nascita,Tüm Ürünler>Saç Bakımı>Saç Aksesuarları>Tarak ve Fırçalar,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/5be75b9b-2cc2-4bf8-92f8-194c924c756a/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/6f546784-ffdc-43c5-93bb-ad3c09b1e6e7/image_1950.webp;https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/10038a92-1153-4881-91e5-ad33f378b374/image_1950.webp,Saç AÇMA Tarama Fırçası  ,"Nascita 3D Flexi Kontrol Açma-Tarama Saç Fırçası Krom -35 Nascita Pro, Profesyonellerin Tercihi ! Nascita Pro açma tarama fırçası yepyeni, kaliteli ve ergonomik tasarımı sayesinde uzun yıllar severek kullanabileceğiniz bir saç fırçasıdır. Saç bakımında elektriklenmeyi kontrol altına almak için özel olarak formüle edilm",sac-acma-tarama-fircasi,6,4,PHYSICAL,,,,,,,,,,,473,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 14:33
5d40bec7-4c9f-4872-a339-be650271ebce,4774dd18-af84-4288-bf55-a1696f216737,250'li Kutulu Coffin Takma Tırnak,"<ul class=""detail-desc-list two-columns"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 250li Kutulu Coffin Takma Tırnak - 175 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.</li></ul>",342,275,,8680742433834,8680742433834,false,Nascita,Tüm Ürünler>Kişisel Bakım>Bakım Yardımcıları>Tırnak Aksesuarları>Takma Tırnak,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/bef2151e-c003-4f3b-8ac4-7e66f121a629/image_1950.webp, 250'li Kutulu Coffin Takma Tırnak,Nascita 250li Kutulu Coffin Takma Tırnak - 175 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.,250li-kutulu-coffin-takma-tirnak,3,20,PHYSICAL,,,,,,,,,,,4218,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 14:42
89943dfc-be54-4a1f-9a8f-72a34d153123,e52d1274-8186-4a1b-a42d-6954ab356e1f,250'li Kutulu Ballerina Takma Tırnak,"<ul class=""detail-desc-list two-columns"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 250li Kutulu Ballerina Takma Tırnak - 174 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.</li></ul>",342,275,,8680742433827,8680742433827,false,Nascita,Tüm Ürünler>Kişisel Bakım>Bakım Yardımcıları>Tırnak Aksesuarları>Takma Tırnak,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/3627507c-3dd0-4e85-b560-ec1dbb800f57/image_1950.webp,250'li Kutulu Ballerina Takma Tırnak,Nascita 250li Kutulu Ballerina Takma Tırnak - 174 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.,250li-kutulu-ballerina-takma-tirnak,2,20,PHYSICAL,,,,,,,,,,,4218,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 14:58
d8fafc2a-48e3-44f4-a376-f944e0ab2d69,7e794e9e-1d84-4f97-a8f3-35131ac4637d,250'li Kutulu Square Takma Tırnak,"<ul class=""detail-desc-list two-columns"" style="" color: rgb(0, 0, 0); font-size: 13px; font-weight: 400""><li style="" font-size: 14px; color: rgb(102, 102, 102)"">Nascita 250li Kutulu Square Takma Tırnak - 173 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.</li></ul>",342,275,,8680742433810,8680742433810,false,Nascita,Tüm Ürünler>Kişisel Bakım>Bakım Yardımcıları>Tırnak Aksesuarları>Takma Tırnak,Anneler Günü'ne Özel %60'a Varan İndirim,https://cdn.myikas.com/images/b7efa99e-cccc-4844-b07f-5f72861129ab/07a2e7bd-18ed-4908-a001-1dfbcdbba434/image_1950.webp,250'li Kutulu Square Takma Tırnak,Nascita 250li Kutulu Square Takma Tırnak - 173 Uygulama: Herhangi bir uygulamaya başlamadan önce ellerinizi sıcak ve sabunlu su ile yıkayınız.,250li-kutulu-square-takma-tirnak,1,25,PHYSICAL,,,,,,,,,,,4218,,,VISIBLE,VISIBLE,VISIBLE,VISIBLE,,,,,true,2024-09-22 15:26
